gross_over_budget,budget_2016_mm,gross_2016_mm,tickets_sold,content_rating,imdb_score,num_critic_for_reviews,num_user_for_reviews,nudity,movie_scale,movie_title,plot_keywords
0.85,16,14,1.8,R,5.4,53,105,n,small,Sorority Boys,college|cruise|drag|female armpit hair|sorority
0.85,21,18,2.4,R,4.6,90,355,n,small,Highlander: Endgame,battle|explosion|immortal|revenge|sequel to cult film
0.86,21,18,2.6,R,7.8,120,365,n,small,Glengarry Glen Ross,office|pressure|real estate|robbery|sales
0.87,8,7,0.8,R,7.3,40,78,n,small,Talk Radio,listener|neo nazi|radio|radio station|radio talk show
0.87,17,15,1.7,PG-13,6.9,230,118,n,small,Whip It,beauty pageant|friend|pageant|roller derby|texas
0.87,21,18,2.3,PG-13,4.5,32,40,n,small,Juwanna Mann,basketball|dodge viper|hit in the crotch|male nudity|the star spangled banner
0.87,20,18,2.2,R,4.4,75,150,n,small,Soul Plane,airline|airplane|bathroom|sex|toilet
0.87,20,17,2.2,R,7.7,202,454,n,small,25th Hour,bar|dream|drug dealing|nightclub|widower
0.87,16,14,1.7,PG-13,3.1,169,374,n,small,Left Behind,bible quote|chaos|faith|riot|shrine
0.88,14,12,1.5,R,5.1,107,96,n,small,Hot Tub Time Machine 2,acid trip|gameshow|hot tub|time lord|time machine
0.88,5,4,0.6,R,5.4,49,183,n,small,Jawbreaker,best friend|bitch|friend|popular girl|prom
0.88,21,18,2.3,PG-13,5.7,46,95,n,small,How to Deal,best friend|high school|mother|sister|wedding
0.88,22,20,2.8,R,7.6,221,604,n,small,Army of Darkness,army of the dead|battle|necronomicon|reluctant hero|skeleton soldier
0.89,9,8,1.1,R,7.4,122,488,n,small,Ghost World,art class|diner|friend|graduation|high school
0.89,24,21,2.7,PG-13,5.9,110,97,n,small,School for Scoundrels,paintball|paintball gun|pepper spray|tennis|what happened to epilogue
0.89,11,10,1.4,R,8.6,162,1420,n,small,American History X,curb stomping|neo nazi|prison|son dislikes mother's boyfriend|white supremacist
0.9,5,5,0.7,R,6.9,42,78,n,small,Basquiat,andy warhol|art|artist|friendship|street artist
0.9,23,20,2.4,R,6.5,203,154,n,small,Homefront,biker|biker gang|dea|dea agent|fight
0.9,25,22,2.8,G,6.4,45,32,n,small,Pooh's Heffalump Movie,creature|forest|mother son relationship|rabbit|winnie the pooh
0.92,16,15,1.7,PG-13,7,221,181,n,small,One Day,23 year time span|accidental death|best friend|loss of loved one|male female friendship
0.93,23,21,2.7,PG,5.2,54,49,n,small,Catch That Kid,caper|computer genius|dog|heist|security chief
0.93,14,13,1.6,R,7.1,188,204,n,small,Kinsey,professor|research|sex|sexuality|student
0.94,25,23,2.9,PG-13,5.8,98,54,n,small,Mad Money,bank|federal reserve bank|money|security guard|shredder
0.94,5,5,0.6,PG-13,4.6,12,29,n,small,90 Minutes in Heaven,heaven|hospital|praying|pronounced dead|recovery
0.94,18,17,2,PG-13,5.6,287,376,n,small,The Box,alien|library|moral dilemma|nosebleed|supernatural power
0.94,24,22,2.9,PG-13,4.7,78,284,n,small,The Marine,beating|marine|muscleman|tied up|tough guy
0.94,23,22,2.7,R,5.9,88,125,n,small,Georgia Rule,alcoholic|rules|secret|summer|teenager
0.94,22,20,3,R,8,122,460,n,small,True Romance,aspiring actor|cocaine|drugs|pimp|suitcase full of money
0.95,25,24,3.2,PG,6.7,128,192,n,small,Small Time Crooks,apartment building|crook|new york city|three word title|written and directed by cast member
0.95,20,19,2.5,R,4.5,97,619,n,small,Freddy Got Fingered,animator|bamboo cane|cartoonist|sausage|slacker
0.95,10,10,1.2,R,7.4,168,199,n,small,Death at a Funeral,end credits roll call|four word title|funeral|secret|uncle
0.95,25,24,3.2,PG-13,6.7,68,210,n,small,Center Stage,ballet|dance|dancer|dancing|love
0.96,22,22,2.9,PG-13,5.6,84,148,n,small,Drowning Mona,crying woman|plot|suspect|waitress|younger man older woman relationship
0.97,23,22,3.3,PG-13,6.9,25,39,n,small,Crooklyn,argument|birthday|bully|coming of age|semi autobiographical
0.98,18,17,2.1,R,6.3,275,163,n,small,To Rome with Love,architect|celebrity|prostitute|shower|tourist
0.98,6,6,0.7,R,5.5,133,70,n,small,Casa de mi Padre,absurd humor|drug lord|mexico|ranch|spaghetti western
0.98,23,23,2.9,R,7.5,154,231,n,small,Reign Over Me,college|depression|grief|mental breakdown|post september 11 2001
1,16,16,1.9,R,6.2,414,369,n,small,Killing Them Softly,exploding car|hit by a car|poker game|punched in the face|shot to death
1,21,21,2.5,PG-13,6.4,192,287,n,small,The Invention of Lying,genetics|heaven|lie|screenwriter|truth
1,25,25,3.1,R,6.3,152,220,n,small,Assault on Precinct 13,criminal|mobster|new year's eve|police|sergeant
1.01,18,18,2.2,R,5.1,300,294,n,small,Jennifer's Body,cannibalism|cheerleader|condom|hook for hand|satanic ritual
1.01,24,24,3.1,PG-13,4.7,148,258,n,small,Pulse,cell phone|computer|computer hacker|e mail|technology
1.02,20,20,2.3,R,7.6,450,440,n,small,127 Hours,alone|aron ralston|based on autobiography|canyon|survival
1.02,15,15,2.2,PG,7.3,97,263,n,small,The Spanish Prisoner,brother sister relationship|extradition|fbi|japanese tourist|secret
1.02,21,22,2.8,PG-13,7.2,103,171,n,small,White Oleander,california|foster home|love|oleander|prison
1.04,16,16,2,R,5.4,208,224,n,small,The Man with the Iron Fists,blacksmith|box office flop|chop socky|critically bashed|village
1.04,10,11,1.4,R,6.4,72,100,n,small,Outside Providence,class|cornwall connecticut|dog|friend|pawtucket rhode island
1.05,17,18,2.2,R,7.6,388,876,n,small,The Hurt Locker,army|bomb|dangerous job|death|iraq
1.06,7,7,0.9,R,6.4,81,165,n,small,Made,friendship|loudmouth|money laundering|new york city|stripper
1.07,8,8,0.9,R,6.3,223,126,n,small,Cyrus,21 year old|forename as title|musician|party|rearview mirror
1.08,6,7,1,R,6.7,51,177,n,small,Four Rooms,bellhop|coven|gangster|hotel|new year's eve
1.08,21,22,3.2,R,6,37,106,n,small,Dead Man on Campus,college|college roommate|party|roommate|student
1.08,14,16,2.1,R,7.8,144,621,n,small,Office Space,boss|computer|downsizing|neighbor|office
1.1,21,23,2.9,R,6.3,91,177,n,small,Beerfest,beer|competition|germany|oktoberfest|prostitute
1.1,7,8,1.2,R,6.6,60,79,n,small,Slums of Beverly Hills,flatulence|menstrual blood|nomad|nursing school|title directed by female
1.1,12,13,1.6,PG-13,6.5,81,74,n,small,In the Land of Women,actress|love|michigan|neighbor|writer
1.11,16,17,2.1,R,6.5,160,215,n,small,A Perfect Getaway,cliff|hawaii|island|newlywed|waterfall
1.11,18,20,2.6,PG-13,4.6,56,123,n,small,My Boss's Daughter,boss' daughter|crush|house sitter|housesitting|love interest
1.11,7,7,0.9,PG-13,7.4,149,101,n,small,City Island,anger|family reunion|father son reunion|hugging|movie making
1.12,17,19,2.4,PG-13,6.9,83,139,n,small,The Emperor's Club,classroom|fund raising|headmaster|reunion|roman
1.13,20,22,2.6,PG-13,7.6,252,236,n,small,The Book Thief,basement|book|girl|library|track
1.14,9,10,1.3,R,5.9,67,182,n,small,200 Cigarettes,bartender|friend|new year's eve|party|punk
1.15,15,17,2.2,R,4.4,205,673,n,small,Jason X,jason voorhees|lake|machete|scientist|slasher
1.15,25,29,3.5,R,6.8,159,113,n,small,Draft Day,cleveland browns|head coach|linebacker|nfl|team owner
1.16,11,13,1.9,R,7.7,152,408,n,small,Dazed and Confused,football|hazing|high school|last day of school|pledge
1.16,22,26,3.7,R,8.2,249,1028,n,small,The Big Lebowski,death|drug|nihilism|rug|white russian
1.16,24,28,3.6,PG-13,5.3,120,334,n,small,The Covenant,family secret|friendship between men|magic|supernatural power|teenager
1.17,20,24,2.9,PG-13,6.3,98,76,n,small,Endless Love,brother sister relationship|high school graduation|love|sparkler|unfaithful husband
1.17,12,14,1.8,PG-13,7,47,148,n,small,End of the Spear,death|missionary|spear|speared to death|tribe
1.17,25,30,3.8,R,7.7,241,710,n,small,Adaptation.,book|orchid|screenwriter|thief|twin
1.17,18,21,2.7,PG-13,7.4,181,378,n,small,Far from Heaven,african american|catastrophe|family relationships|farewell scene|therapy
1.19,18,21,2.4,PG-13,7.2,158,361,n,small,Remember Me,binge drinking|new york|new york city|september 11 2001|suicide
1.19,15,18,2.3,R,7.3,161,463,n,small,Frailty,demon|fbi|fbi agent|murder|religious fanatic
1.2,14,17,2,R,7.6,114,308,n,small,The Last Temptation of Christ,carpenter|exorcism|faith|reference to jesus christ|temptation
1.2,6,7,0.9,R,5.4,285,164,n,small,The Green Inferno,activist|amazon|color in title|rain|rain forest
1.2,11,14,1.6,R,7.4,535,313,n,small,Inside Llewyn Davis,1960s|car hitting an animal|folk singer|friend|singer
1.21,19,23,3,PG-13,6.5,84,169,n,small,Crazy/Beautiful,congressman|high school|latino|pacific palisades|school
1.22,8,10,1.2,PG-13,7.1,160,97,n,small,Get Low,funeral|funeral home|hermit|party|secret
1.22,16,20,2.6,R,6.1,191,540,n,small,Wrong Turn,forest|mountain|road|stupid victim|west virginia
1.23,10,12,1.6,PG-13,7,59,198,n,small,UHF,gambling|imagination|television|television station|tv show
1.23,15,18,2.4,R,5.3,75,121,n,small,Tomcats,box office flop|critically bashed|dominatrix|friend|money
1.24,15,19,2.5,R,5.1,58,79,n,small,The Ladies Man,black pantyhose|female stockinged legs|pantyhose|radio|tattoo
1.24,22,28,3.5,PG-13,6.6,140,184,n,small,Never Back Down,club|fight|fighting|high school|mixed martial arts
1.25,20,25,3,PG,5,134,82,n,small,Fame,new york|performing arts|school|student|teacher
1.25,15,19,2.7,R,7.4,16,28,n,small,Love Jones,african american|cult film|ex boyfriend|middle class|sex
1.25,7,8,1.1,PG-13,2.1,25,36,n,small,Crossover,african american|basketball|basketball movie|critically bashed|tv commercial
1.25,22,28,3.2,PG,5.3,84,84,n,small,Alpha and Omega,arranged marriage|geese|idaho|national park|park
1.26,12,15,2,R,6.8,191,234,n,small,The Matador,bar|hitman|luck|mexico|mexico city
1.26,9,11,1.3,PG,5.4,83,32,n,small,Prom,decoration|father daughter relationship|high school|prom|teenager
1.26,15,19,2.5,PG-13,6.3,37,90,n,small,Out Cold,alaska|mountain|ski resort|snowboard|snowboarding
1.27,20,26,3.1,PG-13,5.6,111,77,n,small,Love Happens,florist|motivational speaker|self help guru|seminar|widower
1.28,20,26,3.3,PG,6.7,69,127,n,small,Tuck Everlasting,fountain of youth|immortality|secret|woods|young man
1.28,23,30,3.7,PG,5.9,93,102,n,small,Nancy Drew,chase|clue|detective|movie star|murder
1.28,9,11,1.4,R,6.3,91,188,n,small,The Boondock Saints II: All Saints Day,final showdown|ireland|justice|priest|sheep
1.28,22,28,3.3,PG,5.8,91,136,n,small,You Again,dancing|dog|flight|hostility|travel
1.29,22,29,3.8,PG-13,5.3,67,134,n,small,Boys and Girls,best friend|break up|friendship|graduation|male in underwear
1.3,6,8,0.9,R,5.9,70,100,n,small,The Wraith,arizona|death|gang|police|sheriff
1.3,14,18,2.3,R,6.2,31,79,n,small,Warlock,17th century|book|death|warlock|witch hunter
1.3,5,6,0.9,R,5.3,22,49,n,small,Warlock: The Armageddon,druid|eclipse|rune|scalping|warlock
1.31,8,10,1.2,R,7,341,324,n,small,A Serious Man,bar mitzvah|jewish|marital breakup|nose job|rabbi
1.32,10,13,1.5,PG,5.4,67,21,n,small,Glee: The 3D Concert Movie,concert|live in concert recording|live performance
1.32,22,29,3.7,R,6.8,190,189,n,small,Street Kings,captain|lapd|murder|undercover cop|violence
1.32,9,12,1.4,PG-13,6.1,45,21,n,small,Not Easily Broken,african american protagonist|based on novel|title spoken by character
1.33,20,27,3.2,R,5.8,190,248,n,small,Observe and Report,male pubic hair|mall|police detective|pubic hair|security guard
1.34,22,30,3.8,PG-13,5.6,75,117,n,small,Dickie Roberts: Former Child Star,dental braces|dental headgear|former child star|panties|white panties
1.34,21,29,3.4,PG-13,4.5,66,114,n,small,Poltergeist III,aunt niece relationship|brother sister relationship|building|father daughter relationship|mirror
1.35,25,34,4.1,R,6,175,145,n,small,The Gambler,dog|gambler|gambling|gangster|professor
1.35,9,12,1.4,R,6.2,192,106,n,small,Extract,freak accident|gigolo|hit in the crotch|nosy neighbor|on the job injury
1.36,13,17,2.1,R,6.3,325,203,n,small,Young Adult,car damage|computer printer|female band|fingernail polish|narcissism
1.36,24,33,4.2,R,6.9,222,199,n,small,We Own the Night,arrest|drugs|loyalty|raid|violence
1.36,14,19,2.2,PG-13,8,364,457,n,small,The Perks of Being a Wallflower,coming of age|depression|gay|high school|mental illness
1.37,5,6,0.9,R,6,33,92,n,small,Kama Sutra: A Tale of Love,courtesan|friend|kama sutra|seduction|wedding
1.37,15,21,2.4,R,6.4,129,84,n,small,Keanu,car chase|gangsta|gun fight|hitman|kitten
1.37,25,34,4.3,PG-13,3.4,85,267,n,small,Dumb and Dumberer: When Harry Met Lloyd,1980s|buddy|high school|prequel to cult favorite|teenager
1.38,13,19,2.2,PG-13,5.7,150,87,n,small,Admission,adoption|female protagonist|princeton university|wedding|working women
1.39,17,24,3,R,5.1,161,211,n,small,The Hills Have Eyes II,desert|fight|hill|murder|mutant
1.39,10,14,1.8,R,7.2,127,214,n,small,Narc,blood splatter|cover up|murder|police shootout|undercover
1.4,18,25,3.2,PG,6.2,46,76,n,small,Flicka,father son relationship|horse|horse ranch|ranch|wild mustang
1.42,21,30,3.7,R,7.2,330,1066,n,small,The Mist,desperation|fog|giant insect|survival|survival horror
1.43,16,22,2.7,R,7.3,417,376,n,small,The Place Beyond the Pines,bank|carnival|motorcycle|police|rookie cop
1.43,8,12,1.6,R,7,115,148,n,small,Pollock,1940s|artist|drinking|life magazine|painter
1.44,18,26,3.1,PG-13,5.7,82,48,n,small,Sparkle,1960s|death|girl group|nightclub|sister
1.44,16,23,3.1,PG,5.3,37,69,n,small,Max Keeble's Big Move,bully|moving|principal|revenge|school
1.44,20,29,3.3,PG-13,7.1,86,35,n,small,Nerve,dare|game|knocked out|motorcycle|online game
1.45,15,22,2.6,PG-13,4.9,71,20,n,small,Our Family Wedding,california|love|marriage|wedding|wedding dress
1.45,10,15,1.8,PG-13,7,325,147,n,small,Big Eyes,1950s|abusive husband|artist|painting|secret
1.46,25,37,4.5,PG,7,151,96,n,small,Million Dollar Arm,baseball|based on true story|india|sports agent|training
1.46,21,31,3.5,PG-13,6.1,181,120,n,small,The Switch,artificial insemination|best friend|new york city|sperm|sperm donor
1.47,12,18,2.2,R,7.8,433,274,n,small,Nebraska,aging|billings montana|lincoln nebraska|nebraska|pickup truck
1.47,6,9,1.1,R,4.3,180,352,n,small,Movie 43,awkwardness|embarrassment|gross out|irreverence|shame
1.48,25,37,5.4,R,5.5,25,55,n,small,Nowhere to Run,business|escaped convict|farm|motorcycle|widow
1.51,9,13,1.7,R,6.9,195,134,n,small,Sunshine Cleaning,business|crime scene cleanup|private school|school|sister sister relationship
1.52,20,31,3.9,PG-13,7.1,132,248,n,small,Tremors,desert|giant worm|monster|pipe bomb|small town
1.53,24,37,4.8,PG-13,5.9,78,205,n,small,Joe Dirt,first part|grand canyon|highway travel|indian|janitor
1.53,20,30,4,R,4.1,108,227,n,small,Urban Legends: Final Cut,film set|movie set|sequel|slow motion|urban legend
1.55,17,27,3.1,PG-13,5.7,97,68,n,small,Love the Coopers,christmas|family dinner|husband wife conflict|husband wife kiss|large family
1.55,14,22,2.8,PG,5.3,66,150,n,small,Aquamarine,beach|love|mermaid|storm|swimming
1.56,22,34,3.9,R,6.9,258,165,n,small,The Debt,east berlin|kiev ukraine|mossad|nazi|nazi war criminal
1.56,9,15,2,PG-13,3.6,97,160,n,small,Bats,animal attack|bat|creature feature|experiment|mad scientist
1.58,22,35,4,R,6.4,180,131,n,small,She's Out of My League,airport|airport security|confidence|iphone|love
1.59,23,37,4.4,R,6.5,248,175,n,small,The Informant!,compulsive liar|fbi|informant|investigation|spy
1.59,22,35,4.4,R,7.6,324,281,n,small,Milk,california|gay|gay activist|gay pickup|gay rights
1.6,19,30,3.6,R,6.7,197,138,n,small,Brooklyn's Finest,catholic|corrupt cop|new york city|police detective|police officer killed
1.6,21,33,3.9,PG-13,3.5,153,177,n,small,Scary Movie 5,2010s|ape|ballet|psychic|supernatural
1.6,13,21,2.8,PG-13,6.2,63,518,n,small,Kung Pow: Enter the Fist,chosen one|comic violence|intentionally bad|kung fu|stylized violence
1.62,18,30,3.8,R,6.5,23,30,n,small,Mo' Better Blues,comeback|friend|jazz|stage|trumpet
1.62,20,33,4.8,R,6.7,66,104,n,small,Tales from the Crypt: Demon Knight,blood|blood of christ|demon|key|loud sex
1.63,18,30,3.7,PG-13,4.9,124,125,n,small,The Women,beauty salon|divorce|fashion|new york|perfume
1.64,8,14,1.8,R,4,22,10,n,small,3 Strikes,adult diaper|diaper|digit in title|dream|sawed off shotgun
1.64,18,30,3.5,PG-13,5.6,148,129,n,small,Beastly,love|maid|newscaster|student|tutor
1.65,8,13,1.5,X,7.8,252,537,n,small,Evil Dead II,cabin|cabin in the woods|demon|evil dead|woods
1.66,23,38,5.6,R,6.2,93,195,n,small,The Craft,coven|occult|outcast|spell|witch
1.67,15,25,3.1,R,6.3,172,152,n,small,The November Man,critically bashed|premarital sex|sex scene|sex standing up|stripper
1.67,22,37,4.7,PG-13,7.5,293,321,n,small,Doubt,boy|catholic|nun|priest|student
1.67,10,17,2.1,R,6.5,133,196,n,small,Awake,anesthetic|anesthetic awareness|heart|heart surgery|surgery
1.68,11,18,2.5,PG-13,3.5,39,206,n,small,The Omega Code,code|evil|false accusation|megalomaniac|torah
1.68,24,40,5.1,PG-13,6.4,91,261,n,small,She's the Man,disguise|roommate|school|soccer|twin
1.69,17,28,3.6,PG-13,7.3,121,159,n,small,Antwone Fisher,black american|extortion|navy|psychiatrist|sailor
1.7,25,43,5,PG-13,7.2,214,209,n,small,The Age of Adaline,hit by a pickup truck|immortality|paramedic|resuscitation|san francisco california
1.71,25,43,5.5,R,8.3,273,1514,n,small,Eternal Sunshine of the Spotless Mind,borderline personality disorder|loneliness|memory|playing against type|retrograde narrative
1.71,10,18,2.2,X,5.5,159,258,n,small,The Texas Chainsaw Massacre 2,chainsaw|chainsaw murder|human monster|music score composed by director|obscene finger gesture
1.73,20,35,4.2,R,6.6,156,145,n,small,This Is Where I Leave You,brother sister relationship|childhood home|man child|sibling|vomiting
1.74,17,29,3.3,G,6.7,81,52,n,small,Ramona and Beezus,aunt|cat|death of pet|girl|no opening credits
1.75,12,20,2.6,R,5.4,252,384,n,small,Hostel: Part II,american|hostel|slovakia|torture|train
1.76,6,11,1.4,PG-13,6.9,121,324,n,small,Saved!,christian|jewish|pastor|school|virginity
1.76,19,33,4.5,R,7.8,242,840,n,small,Being John Malkovich,body swap|magical realism|portal|puppeteer|surrealism
1.76,21,37,4.9,R,4,160,457,n,small,Book of Shadows: Blair Witch 2,convenience store|digit in title|punctuation in title|violence|witch
1.77,11,20,2.5,G,6.7,73,24,n,small,Kit Kittredge: An American Girl,boarding house|girl|great depression|house|ohio
1.78,22,39,4.5,R,6.3,333,463,n,small,The American,ambush|assassin|priest|prostitute|sweden
1.78,21,37,5.1,R,6,33,80,n,small,Raising Cain,hitchcockian|long tracking shot|psychologist|psychology|wig
1.78,25,45,6.5,PG-13,6.2,63,239,n,small,A Night at the Roxbury,1990s|bar|car accident|nightclub|whipped cream
1.78,25,44,5.5,PG-13,6.1,165,135,n,small,Lakeview Terrace,interracial couple|lapd|male nudity|neighbor|nudity
1.78,13,23,3.4,R,5.7,73,122,n,small,Thinner,death|doctor|gypsy|judge|lawyer
1.8,22,39,5.1,R,6.4,41,81,n,small,Baby Boy,cartoon on tv|family relationships|physical abuse|single parent|two word title
1.8,9,16,2.1,R,6,202,922,n,small,House of 1000 Corpses,actor playing multiple roles|axe|dark comedy|masked man|sadism
1.8,11,19,2.5,R,4.5,186,278,n,small,Black Christmas,attic|christmas|house|incest|sorority
1.82,19,34,4.4,R,5.7,40,33,n,small,All About the Benjamins,black comedy|bounty hunter|diamond|machismo|money
1.83,5,9,1.4,R,7.5,127,229,n,small,Gods and Monsters,friendship|gardener|gay interest|homosexual|memory
1.83,19,34,4.4,G,6.6,38,78,n,small,Jonah: A VeggieTales Movie,anthropomorphism|pirate|pirate ship|tomato|whale
1.83,17,30,4.4,R,5.9,14,35,n,small,Sugar Hill,african american|harlem manhattan new york city|manhattan new york city|new york city|urination
1.83,21,38,5.1,PG-13,7.2,68,116,n,small,Love & Basketball,basketball movie|female basketball player|high school|nba|title directed by female
1.83,22,40,4.6,PG-13,3.5,122,187,n,small,Vampires Suck,cat|friend|love|sheriff|teenager
1.84,5,10,1.2,PG-13,6.8,231,136,n,small,Bernie,funeral|stockbroker|texas|vacation|widow
1.84,20,37,4.3,PG-13,6.3,122,117,n,small,Risen,biblical|crucifixion|judea|resurrection|roman soldier
1.84,20,37,4.4,R,6.3,161,93,n,small,A Very Harold & Kumar 3D Christmas,christmas|christmas tree|fire|new york city|stoner
1.86,19,34,4.1,PG-13,7.3,415,384,n,small,Blue Jasmine,congenital liar|mental breakdown|self deception|snob|talking to oneself
1.86,12,21,2.9,R,7.3,175,441,n,small,Election,female protagonist|high school|self destructiveness|student council president|student government
1.86,12,23,2.6,PG-13,6.4,177,177,n,small,Project Almanac,found footage|teenager|time machine|time travel|video footage
1.87,22,42,6.1,R,7.4,111,296,n,small,Grosse Pointe Blank,assassin|high school|high school reunion|reunion|suburb
1.87,24,45,5.7,PG-13,6.2,111,236,n,small,Man of the Year,campaign|election|president|presidential election|satire
1.9,13,25,3.6,R,7.7,179,640,n,small,Rushmore,coming of age|friendship|private school|student|teacher
1.91,6,12,1.4,PG-13,7.1,216,130,n,small,The Words,american in paris|book|love|novel|writer
1.93,7,13,1.8,PG,5.9,29,65,n,small,Digimon: The Movie,based on video game|box office hit|computer|digimon|internet
1.93,5,10,1.1,R,4.5,12,9,n,small,The Perfect Match,
1.94,22,43,6.2,R,6,65,132,n,small,The Object of My Affection,baby|dancing|gay|name calling|penis slur
1.96,22,43,5,R,6.5,308,251,n,small,The Crazies,deputy|iowa|rural setting|sheriff|survival
1.96,5,9,1.2,R,5.9,125,156,n,small,The Night Listener,boy|radio show|social worker|telephone|wisconsin
1.96,24,47,6,PG-13,5,131,284,n,small,The Grudge 2,curse|ghost|haunted house|high school|schoolgirl
1.97,23,46,6.6,R,5.9,12,31,n,small,Poetic Justice,african american|mail carrier|poetry|postal worker|south central los angeles
1.97,9,19,2.7,R,6.1,25,52,n,small,Tales from the Hood,child abuse|death|drugs|ku klux klan|police brutality
1.98,13,26,3.2,R,5.9,168,84,n,small,21 & Over,21st birthday|college student|drunken man|pubic hair|standing up to father
1.99,23,46,5.8,PG-13,2.3,112,666,n,small,Epic Movie,chocolate|chocolate factory|factory|orphan|student
2.01,15,31,3.7,PG,6.7,50,64,n,small,When the Game Stands Tall,coach|high school football
2.01,13,25,3.7,R,6.6,56,194,n,small,The Prophecy,angel|corpse|girl|heaven|soul
2.02,17,35,4.4,PG-13,7.6,112,118,n,small,The Great Debaters,college|debate|student|texas|wiley college
2.02,20,40,5.2,R,4.1,151,614,n,small,Halloween: Resurrection,cult film|halloween|killer|michael myers|serial killer
2.02,8,17,2,R,7.4,283,182,n,small,Begin Again,manhattan new york city|new york city|record label|singer|song
2.03,11,23,2.9,R,7.1,150,316,n,small,Harold & Kumar Go to White Castle,marijuana|police|road trip|stoner|white castle
2.03,12,24,3.1,PG-13,6.8,211,280,n,small,A Prairie Home Companion,backstage|country music|cowboy|radio|singing
2.03,12,24,3,R,5.9,89,73,n,small,Reno 911!: Miami,beach|police|sex scene|spring break|vomiting
2.04,14,28,3.6,R,4.7,120,371,n,small,Valentine,dance|nosebleed|revenge|valentine|valentine's day
2.04,20,41,6,PG,5.9,25,42,n,small,Harriet the Spy,binoculars|child spy|notebook|secret|spy
2.06,8,16,2,R,5.9,111,166,n,small,Friends with Money,friend|friendship|marital problem|money problems|nervous breakdown
2.07,22,46,5.8,R,5.6,167,316,n,small,Jeepers Creepers II,cheerleader|farmer|fear|high school basketball|nightmare
2.08,19,40,5.8,R,6.1,57,168,n,small,The Big Hit,hitman|kidnapping|kosher|vhs|video store
2.08,11,23,2.9,R,6.9,125,219,n,small,The Upside of Anger,anger|baseball|drinking|radio|secretary
2.09,5,11,1.3,PG,5.4,49,125,n,small,Moms' Night Out,blogger|pastor|reference to the shawshank redemption|taser|tasered
2.09,9,19,2.2,PG,5.6,121,78,n,small,New in Town,love|manufacturing|minnesota|plant|small town
2.09,7,15,1.8,PG-13,6.9,71,37,n,small,Beyond the Lights,domestic abuse|public humiliation|sex symbol|singer|suicide attempt
2.09,14,30,3.8,PG-13,5.4,108,349,n,small,Darkness,9 year old|blood|gramophone|house|missing children
2.1,18,37,4.8,R,7.6,279,828,n,small,United 93,flight|passenger|plane|september 11 2001|terrorist
2.1,13,26,3.2,PG,5.9,68,50,n,small,Katy Perry: Part of Me,female protagonist|reference to britney spears|singer|song|world tour
2.11,18,39,4.9,PG-13,6.1,103,250,n,small,The Wedding Date,chick flick|escort|male escort|wedding|wedding date
2.12,11,24,3.1,R,7,132,246,n,small,Boiler Room,career|casino|judge|stock|stock broker
2.13,11,23,3.4,R,6.8,50,105,n,small,Flirting with Disaster,adoption|armpit fetish|mistaken identity|new mexico|overalls
2.13,12,26,3.1,R,6.2,34,73,n,small,Mystic Pizza,commitment|marriage|pizza|title appears in writing|woman wearing only a man's shirt
2.13,20,43,5.1,PG,6.8,61,87,n,small,Max,afghanistan|death of marine|dog|dog adoption|man dog relationship
2.14,11,24,2.7,PG-13,4.4,221,944,n,small,Skyline,apartment|blue light|drawing|group of friends|light
2.14,21,45,5.7,PG-13,5.1,37,87,n,small,Malibu's Most Wanted,los angeles california|person in car trunk|racial impersonation|south asian|street gang
2.15,16,34,4.4,R,7.4,128,271,n,small,Frida,art|bisexual|marriage|pain|revolutionary
2.16,10,23,2.7,PG-13,7.4,368,261,n,small,Mud,14 year old|boat|bounty hunter|boy|river
2.18,15,32,4.2,PG-13,4.6,62,100,n,small,Corky Romano,fbi|mafia|mobster|undercover|veterinarian
2.18,17,37,4.4,R,6.6,241,279,n,small,The Last House on the Left,kidnapping|lake|microwave oven|psychopath|woods
2.19,20,44,6,PG-13,5,43,160,n,small,Superstar,dancing|orphan|school|special education|student
2.19,22,49,6.1,PG-13,3.9,146,260,n,small,Prom Night,friend|hotel|killer|murder|prom
2.19,8,18,2.2,PG-13,7.1,231,142,n,small,Enough Said,dating|divorcee|ex husband|ex wife|party
2.19,24,52,6.7,R,5.7,59,166,n,small,Child's Play 2,boy|doll|foster home|killer doll|serial killer
2.21,7,15,1.9,PG,2.9,52,32,n,small,Daddy Day Camp,competition|estranged father|skunk|summer camp|wall
2.21,22,49,6.2,PG,5.1,52,48,n,small,Good Boy!,dog|friend|neighborhood|planet|star
2.23,17,37,4.5,R,4.9,220,491,n,small,Halloween II,halloween|hospital|michael myers|rampage|vomiting
2.23,13,28,3.7,PG-13,4.9,64,173,n,small,Down to You,artist|cake|college|new york city|student
2.23,23,51,6.2,PG,6.4,88,35,n,small,Diary of a Wimpy Kid: Dog Days,best friend|camping|country club|no opening credits|summer vacation
2.23,17,39,5,PG-13,5.9,49,159,n,small,The New Guy,cheerleader|geek|high school|prison|reference to janet jackson
2.23,12,26,3.5,PG-13,5.7,59,147,n,small,Drive Me Crazy,centennial|girl|next door neighbor|prom|school
2.24,13,30,3.5,R,5.8,22,38,n,small,School Daze,beauty salon|black college|college|fraternity|sorority
2.25,20,46,5.3,R,8.1,474,409,n,small,Spotlight,cover up|investigation|journalist|newspaper|sexual abuse
2.25,21,47,6.3,PG-13,6.8,78,240,n,small,Where the Heart Is,birth|oklahoma|photographer|tennessee|wal mart
